geoid,year,measure,value,moe,Unnamed: 0
51760030100,2016,employment_access_index,0.447,,1
51710004800,2016,employment_access_index,0.302,,2
51760020200,2016,employment_access_index,0.206,,3
51770002502,2016,employment_access_index,0.142,,4
51710004200,2016,employment_access_index,0.303,,5
51760030501,2016,employment_access_index,0.464,,6
51760020100,2016,employment_access_index,0.26,,7
51710004100,2016,employment_access_index,0.314,,8
51730810100,2016,employment_access_index,0.057,,9
51700030100,2016,employment_access_index,0.101,,10
51740211800,2016,employment_access_index,0.136,,11
51710003501,2016,employment_access_index,0.262,,12
51003010904,2016,employment_access_index,0.118,,13
51013101704,2016,employment_access_index,1.0,,14
51013101408,2016,employment_access_index,0.589,,15
51760020400,2016,employment_access_index,0.351,,16
51740210500,2016,employment_access_index,0.137,,17
51059451400,2016,employment_access_index,0.342,,18
51760040300,2016,employment_access_index,0.456,,19
51013102701,2016,employment_access_index,0.432,,20
51760060800,2016,employment_access_index,0.11,,21
51590000400,2016,employment_access_index,0.035,,22
51730810600,2016,employment_access_index,0.044,,23
51059451601,2016,employment_access_index,0.326,,24
51730810700,2016,employment_access_index,0.047,,25
51760010300,2016,employment_access_index,0.133,,26
51510201206,2016,employment_access_index,0.443,,27
51013103505,2016,employment_access_index,0.634,,28
51700030600,2016,employment_access_index,0.113,,29
51013103503,2016,employment_access_index,0.642,,30
51760021000,2016,employment_access_index,0.122,,31
51710005100,2016,employment_access_index,0.159,,32
51650011400,2016,employment_access_index,0.097,,33
51087200805,2016,employment_access_index,0.122,,34
51013103602,2016,employment_access_index,0.571,,35
51700030800,2016,employment_access_index,0.151,,36
51760060900,2016,employment_access_index,0.093,,37
51590000500,2016,employment_access_index,0.061,,38
51013101603,2016,employment_access_index,0.108,,39
51760070601,2016,employment_access_index,0.12,,40
51700030400,2016,employment_access_index,0.121,,41
51105950301,2016,employment_access_index,0.008,,42
51740212100,2016,employment_access_index,0.169,,43
51059461902,2016,employment_access_index,0.25,,44
51800065500,2016,employment_access_index,0.046,,45
51710000902,2016,employment_access_index,0.067,,46
51760060700,2016,employment_access_index,0.141,,47
51710002900,2016,employment_access_index,0.196,,48
51800065100,2016,employment_access_index,0.05,,49
51710001300,2016,employment_access_index,0.085,,50
51710002700,2016,employment_access_index,0.21,,51
51680001100,2016,employment_access_index,0.087,,52
51680000600,2016,employment_access_index,0.093,,53
51710004300,2016,employment_access_index,0.225,,54
51041100406,2016,employment_access_index,0.054,,55
51590001000,2016,employment_access_index,0.042,,56
51710005701,2016,employment_access_index,0.1,,57
51041100404,2016,employment_access_index,0.052,,58
51770001000,2016,employment_access_index,0.125,,59
51510201205,2016,employment_access_index,0.443,,60
51595890100,2016,employment_access_index,0.021,,61
51550020100,2016,employment_access_index,0.13,,62
51013101804,2016,employment_access_index,0.78,,63
51710002500,2016,employment_access_index,0.108,,64
51620090200,2016,employment_access_index,0.02,,65
51510200102,2016,employment_access_index,0.342,,66
51121020301,2016,employment_access_index,0.05,,67
51770002600,2016,employment_access_index,0.14,,68
51013102001,2016,employment_access_index,0.562,,69
51510200304,2016,employment_access_index,0.323,,70
51760030200,2016,employment_access_index,0.465,,71
51680000400,2016,employment_access_index,0.068,,72
51510200106,2016,employment_access_index,0.376,,73
51013101705,2016,employment_access_index,1.0,,74
51510200108,2016,employment_access_index,0.32,,75
51810045810,2016,employment_access_index,0.105,,76
51013103300,2016,employment_access_index,0.571,,77
51710004600,2016,employment_access_index,0.168,,78
51770000900,2016,employment_access_index,0.086,,79
51520020201,2016,employment_access_index,0.034,,80
51810040600,2016,employment_access_index,0.183,,81
51700032300,2016,employment_access_index,0.032,,82
51059415401,2016,employment_access_index,0.157,,83
51700032006,2016,employment_access_index,0.086,,84
51710001400,2016,employment_access_index,0.1,,85
51710003400,2016,employment_access_index,0.198,,86
51730810400,2016,employment_access_index,0.043,,87
51680000700,2016,employment_access_index,0.086,,88
51760071004,2016,employment_access_index,0.142,,89
51710001100,2016,employment_access_index,0.069,,90
51013101701,2016,employment_access_index,0.836,,91
51710005901,2016,employment_access_index,0.119,,92
51059450702,2016,employment_access_index,0.259,,93
51680001900,2016,employment_access_index,0.054,,94
51710004400,2016,employment_access_index,0.182,,95
51710005500,2016,employment_access_index,0.088,,96
51059480203,2016,employment_access_index,0.55,,97
51177020313,2016,employment_access_index,0.051,,98
51710004500,2016,employment_access_index,0.175,,99
51510200409,2016,employment_access_index,0.302,,100
51730811200,2016,employment_access_index,0.038,,101
51670820100,2016,employment_access_index,0.042,,102
51013103504,2016,employment_access_index,0.634,,103
51510200109,2016,employment_access_index,0.32,,104
51059480205,2016,employment_access_index,0.577,,105
